Fecha,Temporada,Cultivo,Parcela,Fase Productiva,Cantidad (kg),Precio por kg,Ingresos generados,Costo Total,Rentabilidad,Clima,Demanda de Mercado,Proyección Precio Temporada Siguiente,Observaciones,Línea Productiva
2023-12-08,2023-Invierno,Plátano,Parcela A,Cosecha,543,0.62,336.66,352,-15.34,Soleado,Media,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-09-10,2023-Invierno,Maíz,Parcela D,Cosecha,692,0.95,657.4,186,471.4,Lluvioso,Media,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-02-18,2023-Verano,Trigo,Parcela D,Cosecha,245,1.01,247.45,162,85.45,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-05-28,2023-Verano,Soya,Parcela C,Siembra,0,0,0,230,-230,Lluvioso,Baja,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-12-20,2023-Invierno,Trigo,Parcela E,Cosecha,475,0.8,380.0,295,85.0,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-02-14,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,388,-388,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-08-29,2023-Invierno,Plátano,Parcela A,Mantenimiento,0,0,0,205,-205,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-03-16,2023-Verano,Soya,Parcela C,Mantenimiento,0,0,0,421,-421,Lluvioso,Alta,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-01-04,2023-Verano,Plátano,Parcela C,Siembra,0,0,0,159,-159,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-05-06,2023-Verano,Café,Parcela A,Cosecha,648,5.08,3291.84,305,2986.84,Lluvioso,Media,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-10-20,2023-Invierno,Café,Parcela B,Cosecha,749,5.25,3932.25,253,3679.25,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-08-25,2023-Invierno,Maíz,Parcela B,Mantenimiento,0,0,0,198,-198,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-06-13,2023-Verano,Maíz,Parcela D,Siembra,0,0,0,402,-402,Lluvioso,Alta,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-06-16,2023-Verano,Café,Parcela A,Siembra,0,0,0,407,-407,Nublado,Baja,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-10-14,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,212,-212,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-04-26,2023-Verano,Soya,Parcela A,Cosecha,790,1.01,797.9,272,525.9,Lluvioso,Baja,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-02-21,2023-Verano,Soya,Parcela C,Cosecha,912,1.21,1103.52,375,728.52,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-03-23,2023-Verano,Café,Parcela D,Cosecha,546,5.05,2757.3,442,2315.3,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-09-08,2023-Invierno,Café,Parcela B,Cosecha,597,5.29,3158.13,249,2909.13,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-15,2023-Invierno,Café,Parcela D,Siembra,0,0,0,469,-469,Soleado,Baja,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-11-21,2023-Invierno,Trigo,Parcela A,Mantenimiento,0,0,0,299,-299,Soleado,Baja,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-04-24,2023-Verano,Maíz,Parcela B,Cosecha,978,0.91,889.98,415,474.98,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-05-09,2023-Verano,Trigo,Parcela D,Cosecha,563,0.94,529.22,313,216.22,Lluvioso,Media,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-07-06,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,469,-469,Nublado,Alta,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-11-13,2023-Invierno,Soya,Parcela A,Mantenimiento,0,0,0,247,-247,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-01-03,2023-Verano,Trigo,Parcela B,Mantenimiento,0,0,0,331,-331,Lluvioso,Media,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-10-09,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,257,-257,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-08-16,2023-Invierno,Trigo,Parcela A,Cosecha,494,0.97,479.18,274,205.18,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-12-12,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,293,-293,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-10-18,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,304,-304,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-04-08,2023-Verano,Soya,Parcela A,Mantenimiento,0,0,0,387,-387,Lluvioso,Media,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-05-04,2023-Verano,Café,Parcela C,Cosecha,245,5.07,1242.15,328,914.15,Lluvioso,Alta,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-10-04,2023-Invierno,Soya,Parcela A,Siembra,0,0,0,278,-278,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-04-17,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,238,-238,Nublado,Media,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-11-09,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,476,-476,Lluvioso,Alta,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-07-31,2023-Invierno,Maíz,Parcela E,Cosecha,661,0.86,568.46,301,267.46,Soleado,Media,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-11-08,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,458,-458,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-12-08,2023-Invierno,Maíz,Parcela A,Siembra,0,0,0,327,-327,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-09-08,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,381,-381,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-02-21,2023-Verano,Café,Parcela C,Cosecha,899,4.99,4486.01,245,4241.01,Nublado,Media,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-08-19,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,376,-376,Soleado,Baja,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-09-03,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,301,-301,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-07-06,2023-Invierno,Soya,Parcela E,Siembra,0,0,0,270,-270,Lluvioso,Media,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-08-24,2023-Invierno,Plátano,Parcela E,Siembra,0,0,0,247,-247,Lluvioso,Baja,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-11-12,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,199,-199,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-05-20,2023-Verano,Maíz,Parcela E,Cosecha,840,1.0,840.0,264,576.0,Soleado,Alta,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-03-18,2023-Verano,Maíz,Parcela D,Cosecha,813,0.78,634.14,399,235.14,Soleado,Baja,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-08-29,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,236,-236,Lluvioso,Media,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-09-28,2023-Invierno,Café,Parcela A,Siembra,0,0,0,312,-312,Soleado,Media,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-03-22,2023-Verano,Soya,Parcela A,Cosecha,297,1.19,353.43,369,-15.57,Nublado,Baja,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-11-26,2023-Invierno,Maíz,Parcela B,Mantenimiento,0,0,0,490,-490,Lluvioso,Media,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-04-15,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,406,-406,Nublado,Alta,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-12-30,2023-Invierno,Café,Parcela C,Mantenimiento,0,0,0,496,-496,Soleado,Alta,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-07-24,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,370,-370,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-07-01,2023-Invierno,Soya,Parcela A,Cosecha,630,1.12,705.6,495,210.6,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-01-08,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,186,-186,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-03-14,2023-Verano,Plátano,Parcela E,Siembra,0,0,0,155,-155,Nublado,Alta,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-10-01,2023-Invierno,Trigo,Parcela D,Siembra,0,0,0,221,-221,Soleado,Media,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-03-13,2023-Verano,Plátano,Parcela D,Cosecha,981,0.8,784.8,424,360.8,Lluvioso,Media,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-03-08,2023-Verano,Plátano,Parcela D,Mantenimiento,0,0,0,434,-434,Nublado,Alta,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-04-22,2023-Verano,Maíz,Parcela E,Mantenimiento,0,0,0,226,-226,Lluvioso,Alta,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-01-22,2023-Verano,Soya,Parcela C,Cosecha,559,1.18,659.62,428,231.62,Nublado,Alta,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-10-28,2023-Invierno,Trigo,Parcela D,Mantenimiento,0,0,0,270,-270,Lluvioso,Alta,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-10-28,2023-Invierno,Trigo,Parcela A,Cosecha,950,0.87,826.5,421,405.5,Soleado,Media,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-07-15,2023-Invierno,Soya,Parcela E,Siembra,0,0,0,397,-397,Nublado,Alta,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-03-08,2023-Verano,Café,Parcela A,Cosecha,1000,5.03,5030.0,405,4625.0,Nublado,Alta,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-05-07,2023-Verano,Trigo,Parcela B,Cosecha,362,0.83,300.46,492,-191.54,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-02-10,2023-Verano,Maíz,Parcela A,Mantenimiento,0,0,0,305,-305,Nublado,Alta,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-12-10,2023-Invierno,Café,Parcela D,Siembra,0,0,0,360,-360,Nublado,Alta,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-09-26,2023-Invierno,Trigo,Parcela C,Siembra,0,0,0,198,-198,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-01-15,2023-Verano,Trigo,Parcela A,Cosecha,604,0.92,555.68,185,370.68,Soleado,Media,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-03-13,2023-Verano,Soya,Parcela A,Siembra,0,0,0,180,-180,Nublado,Baja,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-07-25,2023-Invierno,Plátano,Parcela A,Siembra,0,0,0,199,-199,Nublado,Alta,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-02-02,2023-Verano,Plátano,Parcela C,Mantenimiento,0,0,0,370,-370,Lluvioso,Media,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-10-28,2023-Invierno,Soya,Parcela A,Cosecha,340,1.1,374.0,426,-52.0,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Oleaginosas
2023-06-30,2023-Verano,Café,Parcela D,Siembra,0,0,0,346,-346,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-01-31,2023-Verano,Café,Parcela A,Cosecha,608,5.2,3161.6,178,2983.6,Lluvioso,Baja,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-02-03,2023-Verano,Maíz,Parcela A,Cosecha,459,0.68,312.12,319,-6.88,Lluvioso,Baja,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-12-30,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,447,-447,Nublado,Media,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-12-23,2023-Invierno,Plátano,Parcela E,Mantenimiento,0,0,0,327,-327,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-07-16,2023-Invierno,Café,Parcela B,Cosecha,451,4.92,2218.92,226,1992.92,Lluvioso,Baja,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-05-13,2023-Verano,Soya,Parcela E,Cosecha,847,1.06,897.82,413,484.82,Lluvioso,Media,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-05-12,2023-Verano,Trigo,Parcela D,Cosecha,832,1.02,848.64,448,400.64,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-01-25,2023-Verano,Trigo,Parcela B,Siembra,0,0,0,441,-441,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-12-08,2023-Invierno,Maíz,Parcela B,Cosecha,906,0.66,597.96,154,443.96,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-06-18,2023-Verano,Soya,Parcela B,Siembra,0,0,0,494,-494,Lluvioso,Alta,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-10-08,2023-Invierno,Café,Parcela E,Cosecha,203,5.26,1067.78,272,795.78,Nublado,Alta,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-05-23,2023-Verano,Trigo,Parcela B,Mantenimiento,0,0,0,345,-345,Nublado,Media,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-10-16,2023-Invierno,Maíz,Parcela E,Cosecha,943,0.86,810.98,493,317.98,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-09-27,2023-Invierno,Plátano,Parcela A,Mantenimiento,0,0,0,380,-380,Lluvioso,Media,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-12-24,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,259,-259,Lluvioso,Media,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Oleaginosas
2023-05-25,2023-Verano,Café,Parcela E,Siembra,0,0,0,415,-415,Nublado,Media,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-06-10,2023-Verano,Plátano,Parcela A,Siembra,0,0,0,405,-405,Nublado,Baja,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-01-24,2023-Verano,Trigo,Parcela A,Cosecha,776,1.06,822.56,236,586.56,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-05-17,2023-Verano,Maíz,Parcela C,Siembra,0,0,0,218,-218,Lluvioso,Baja,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-07-24,2023-Invierno,Soya,Parcela C,Mantenimiento,0,0,0,469,-469,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-08-02,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,398,-398,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-12-29,2023-Invierno,Trigo,Parcela A,Cosecha,646,1.09,704.14,475,229.14,Soleado,Baja,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-08-14,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,320,-320,Nublado,Alta,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-08-21,2023-Invierno,Café,Parcela E,Cosecha,264,5.0,1320.0,464,856.0,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-01-18,2023-Verano,Plátano,Parcela B,Cosecha,567,0.94,532.98,207,325.98,Nublado,Alta,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-02-02,2023-Verano,Plátano,Parcela E,Siembra,0,0,0,206,-206,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-05-15,2023-Verano,Plátano,Parcela E,Cosecha,772,0.87,671.64,500,171.64,Lluvioso,Media,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-09-26,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,301,-301,Soleado,Media,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-22,2023-Invierno,Café,Parcela B,Siembra,0,0,0,302,-302,Lluvioso,Media,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-07-03,2023-Invierno,Café,Parcela B,Cosecha,292,4.96,1448.32,303,1145.32,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-05-04,2023-Verano,Soya,Parcela C,Mantenimiento,0,0,0,217,-217,Lluvioso,Media,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Oleaginosas
2023-02-03,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,254,-254,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-08-09,2023-Invierno,Maíz,Parcela A,Siembra,0,0,0,181,-181,Soleado,Media,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-03-29,2023-Verano,Soya,Parcela B,Mantenimiento,0,0,0,428,-428,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-05-28,2023-Verano,Trigo,Parcela D,Cosecha,876,1.02,893.52,241,652.52,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-10-06,2023-Invierno,Café,Parcela A,Siembra,0,0,0,309,-309,Soleado,Baja,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-08-09,2023-Invierno,Trigo,Parcela A,Mantenimiento,0,0,0,320,-320,Nublado,Media,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-11-13,2023-Invierno,Maíz,Parcela C,Siembra,0,0,0,181,-181,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-05-20,2023-Verano,Soya,Parcela D,Siembra,0,0,0,183,-183,Nublado,Alta,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-07-28,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,165,-165,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-01-10,2023-Verano,Café,Parcela B,Cosecha,591,4.95,2925.45,306,2619.45,Lluvioso,Baja,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-11-15,2023-Invierno,Plátano,Parcela C,Mantenimiento,0,0,0,394,-394,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-11-13,2023-Invierno,Maíz,Parcela A,Siembra,0,0,0,210,-210,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-02-20,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,177,-177,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-10-14,2023-Invierno,Trigo,Parcela D,Cosecha,340,0.8,272.0,480,-208.0,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-10-06,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,455,-455,Soleado,Alta,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-10-08,2023-Invierno,Soya,Parcela B,Siembra,0,0,0,393,-393,Lluvioso,Alta,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-08-15,2023-Invierno,Café,Parcela A,Mantenimiento,0,0,0,256,-256,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-08-25,2023-Invierno,Trigo,Parcela A,Mantenimiento,0,0,0,180,-180,Soleado,Alta,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-09-29,2023-Invierno,Soya,Parcela A,Cosecha,211,1.18,248.98,490,-241.02,Nublado,Baja,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-05-24,2023-Verano,Soya,Parcela A,Cosecha,297,1.27,377.19,168,209.19,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-01-28,2023-Verano,Café,Parcela E,Siembra,0,0,0,459,-459,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-06-12,2023-Verano,Soya,Parcela D,Cosecha,286,1.27,363.22,334,29.22,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Oleaginosas
2023-07-14,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,229,-229,Lluvioso,Alta,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-01-19,2023-Verano,Café,Parcela A,Siembra,0,0,0,198,-198,Soleado,Media,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-12-18,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,223,-223,Nublado,Baja,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-10-23,2023-Invierno,Maíz,Parcela E,Cosecha,408,0.67,273.36,497,-223.64,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-02-20,2023-Verano,Trigo,Parcela B,Siembra,0,0,0,153,-153,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-03-19,2023-Verano,Café,Parcela B,Cosecha,695,4.96,3447.2,403,3044.2,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-01-20,2023-Verano,Maíz,Parcela C,Cosecha,737,0.99,729.63,365,364.63,Lluvioso,Baja,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-04-02,2023-Verano,Maíz,Parcela D,Cosecha,605,0.79,477.95,477,0.95,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-04-13,2023-Verano,Café,Parcela D,Siembra,0,0,0,164,-164,Nublado,Media,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-10-26,2023-Invierno,Soya,Parcela D,Cosecha,849,1.2,1018.8,203,815.8,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-07-02,2023-Invierno,Café,Parcela B,Mantenimiento,0,0,0,404,-404,Lluvioso,Media,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
